,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t4451, 10 , 10 ,,
period1,sc01,t4452, 10 , 10 ,,
period1,sc01,t4453, 10 , 10 ,,
period1,sc01,t4454, 10 , 10 ,,
period1,sc01,t4455, 10 , 10 ,,
period1,sc01,t4456, 10 , 10 ,,
period1,sc01,t4457, 45 , 45 ,,
period1,sc01,t4458, 45 , 45 ,,
period1,sc01,t4459, 45 , 45 ,,
period1,sc01,t4460, 45 , 45 ,,
period1,sc01,t4461, 45 , 45 ,,
period1,sc01,t4462, 45 , 45 ,,
period1,sc01,t4463, 45 , 45 ,,
period1,sc01,t4464, 45 , 45 ,,
period1,sc01,t4465, 45 , 45 ,,
period1,sc01,t4466, 45 , 45 ,,
period1,sc01,t4467, 45 , 45 ,,
period1,sc01,t4468, 45 , 45 ,,
period1,sc01,t4469, 45 , 45 ,,
period1,sc01,t4470, 45 , 45 ,,
period1,sc01,t4471, 45 , 45 ,,
period1,sc01,t4472, 45 , 45 ,,
period1,sc01,t4473, 45 , 45 ,,
period1,sc01,t4474, 45 , 45 ,,
period1,sc01,t4475, 10 , 10 ,,
period1,sc01,t4476, 10 , 10 ,,
period1,sc01,t4477, 10 , 10 ,,
period1,sc01,t4478, 10 , 10 ,,
period1,sc01,t4479, 10 , 10 ,,
period1,sc01,t4480, 10 , 10 ,,
period1,sc01,t4481, 45 , 45 ,,
period1,sc01,t4482, 45 , 45 ,,
period1,sc01,t4483, 45 , 45 ,,
period1,sc01,t4484, 45 , 45 ,,
period1,sc01,t4485, 45 , 45 ,,
period1,sc01,t4486, 45 , 45 ,,
period1,sc01,t4487, 45 , 45 ,,
period1,sc01,t4488, 45 , 45 ,,
period1,sc01,t4489, 45 , 45 ,,
period1,sc01,t4490, 45 , 45 ,,
period1,sc01,t4491, 45 , 45 ,,
period1,sc01,t4492, 45 , 45 ,,
period1,sc01,t4493, 45 , 45 ,,
period1,sc01,t4494, 45 , 45 ,,
period1,sc01,t4495, 45 , 45 ,,
period1,sc01,t4496, 45 , 45 ,,
period1,sc01,t4497, 45 , 45 ,,
period1,sc01,t4498, 45 , 45 ,,
period1,sc01,t4499, 10 , 10 ,,
period1,sc01,t4500, 10 , 10 ,,
period1,sc01,t4501, 10 , 10 ,,
period1,sc01,t4502, 10 , 10 ,,
period1,sc01,t4503, 10 , 10 ,,
period1,sc01,t4504, 10 , 10 ,,
period1,sc01,t4505, 45 , 45 ,,
period1,sc01,t4506, 45 , 45 ,,
period1,sc01,t4507, 45 , 45 ,,
period1,sc01,t4508, 45 , 45 ,,
period1,sc01,t4509, 45 , 45 ,,
period1,sc01,t4510, 45 , 45 ,,
period1,sc01,t4511, 45 , 45 ,,
period1,sc01,t4512, 45 , 45 ,,
period1,sc01,t4513, 45 , 45 ,,
period1,sc01,t4514, 45 , 45 ,,
period1,sc01,t4515, 45 , 45 ,,
period1,sc01,t4516, 45 , 45 ,,
period1,sc01,t4517, 45 , 45 ,,
period1,sc01,t4518, 45 , 45 ,,
period1,sc01,t4519, 45 , 45 ,,
period1,sc01,t4520, 45 , 45 ,,
period1,sc01,t4521, 45 , 45 ,,
period1,sc01,t4522, 45 , 45 ,,
period1,sc01,t4523, 10 , 10 ,,
period1,sc01,t4524, 10 , 10 ,,
period1,sc01,t4525, 10 , 10 ,,
period1,sc01,t4526, 10 , 10 ,,
period1,sc01,t4527, 10 , 10 ,,
period1,sc01,t4528, 10 , 10 ,,
period1,sc01,t4529, 45 , 45 ,,
period1,sc01,t4530, 45 , 45 ,,
period1,sc01,t4531, 45 , 45 ,,
period1,sc01,t4532, 45 , 45 ,,
period1,sc01,t4533, 45 , 45 ,,
period1,sc01,t4534, 45 , 45 ,,
period1,sc01,t4535, 45 , 45 ,,
period1,sc01,t4536, 45 , 45 ,,
period1,sc01,t4537, 45 , 45 ,,
period1,sc01,t4538, 45 , 45 ,,
period1,sc01,t4539, 45 , 45 ,,
period1,sc01,t4540, 45 , 45 ,,
period1,sc01,t4541, 45 , 45 ,,
period1,sc01,t4542, 45 , 45 ,,
period1,sc01,t4543, 45 , 45 ,,
period1,sc01,t4544, 45 , 45 ,,
period1,sc01,t4545, 45 , 45 ,,
period1,sc01,t4546, 45 , 45 ,,
period1,sc01,t4547, 10 , 10 ,,
period1,sc01,t4548, 10 , 10 ,,
period1,sc01,t4549, 10 , 10 ,,
period1,sc01,t4550, 10 , 10 ,,
period1,sc01,t4551, 10 , 10 ,,
period1,sc01,t4552, 10 , 10 ,,
period1,sc01,t4553, 45 , 45 ,,
period1,sc01,t4554, 45 , 45 ,,
period1,sc01,t4555, 45 , 45 ,,
period1,sc01,t4556, 45 , 45 ,,
period1,sc01,t4557, 45 , 45 ,,
period1,sc01,t4558, 45 , 45 ,,
period1,sc01,t4559, 45 , 45 ,,
period1,sc01,t4560, 45 , 45 ,,
period1,sc01,t4561, 45 , 45 ,,
period1,sc01,t4562, 45 , 45 ,,
period1,sc01,t4563, 45 , 45 ,,
period1,sc01,t4564, 45 , 45 ,,
period1,sc01,t4565, 45 , 45 ,,
period1,sc01,t4566, 45 , 45 ,,
period1,sc01,t4567, 45 , 45 ,,
period1,sc01,t4568, 45 , 45 ,,
period1,sc01,t4569, 45 , 45 ,,
period1,sc01,t4570, 45 , 45 ,,
period1,sc01,t4571, 10 , 10 ,,
period1,sc01,t4572, 10 , 10 ,,
period1,sc01,t4573, 10 , 10 ,,
period1,sc01,t4574, 10 , 10 ,,
period1,sc01,t4575, 10 , 10 ,,
period1,sc01,t4576, 10 , 10 ,,
period1,sc01,t4577, 45 , 45 ,,
period1,sc01,t4578, 45 , 45 ,,
period1,sc01,t4579, 45 , 45 ,,
period1,sc01,t4580, 45 , 45 ,,
period1,sc01,t4581, 45 , 45 ,,
period1,sc01,t4582, 45 , 45 ,,
period1,sc01,t4583, 45 , 45 ,,
period1,sc01,t4584, 45 , 45 ,,
period1,sc01,t4585, 45 , 45 ,,
period1,sc01,t4586, 45 , 45 ,,
period1,sc01,t4587, 45 , 45 ,,
period1,sc01,t4588, 45 , 45 ,,
period1,sc01,t4589, 45 , 45 ,,
period1,sc01,t4590, 45 , 45 ,,
period1,sc01,t4591, 45 , 45 ,,
period1,sc01,t4592, 45 , 45 ,,
period1,sc01,t4593, 45 , 45 ,,
period1,sc01,t4594, 45 , 45 ,,
period1,sc01,t4595, 10 , 10 ,,
period1,sc01,t4596, 10 , 10 ,,
period1,sc01,t4597, 10 , 10 ,,
period1,sc01,t4598, 10 , 10 ,,
period1,sc01,t4599, 10 , 10 ,,
period1,sc01,t4600, 10 , 10 ,,
period1,sc01,t4601, 45 , 45 ,,
period1,sc01,t4602, 45 , 45 ,,
period1,sc01,t4603, 45 , 45 ,,
period1,sc01,t4604, 45 , 45 ,,
period1,sc01,t4605, 45 , 45 ,,
period1,sc01,t4606, 45 , 45 ,,
period1,sc01,t4607, 45 , 45 ,,
period1,sc01,t4608, 45 , 45 ,,
period1,sc01,t4609, 45 , 45 ,,
period1,sc01,t4610, 45 , 45 ,,
period1,sc01,t4611, 45 , 45 ,,
period1,sc01,t4612, 45 , 45 ,,
period1,sc01,t4613, 45 , 45 ,,
period1,sc01,t4614, 45 , 45 ,,
period1,sc01,t4615, 45 , 45 ,,
period1,sc01,t4616, 45 , 45 ,,
period1,sc01,t4617, 45 , 45 ,,
period1,sc01,t4618, 45 , 45 ,,
period1,sc01,t4619, 10 , 10 ,,
period1,sc01,t4620, 10 , 10 ,,
period1,sc01,t4621, 10 , 10 ,,
period1,sc01,t4622, 10 , 10 ,,
period1,sc01,t4623, 10 , 10 ,,
period1,sc01,t4624, 10 , 10 ,,
period1,sc01,t4625, 45 , 45 ,,
period1,sc01,t4626, 45 , 45 ,,
period1,sc01,t4627, 45 , 45 ,,
period1,sc01,t4628, 45 , 45 ,,
period1,sc01,t4629, 45 , 45 ,,
period1,sc01,t4630, 45 , 45 ,,
period1,sc01,t4631, 45 , 45 ,,
period1,sc01,t4632, 45 , 45 ,,
period1,sc01,t4633, 45 , 45 ,,
period1,sc01,t4634, 45 , 45 ,,
period1,sc01,t4635, 45 , 45 ,,
period1,sc01,t4636, 45 , 45 ,,
period1,sc01,t4637, 45 , 45 ,,
period1,sc01,t4638, 45 , 45 ,,
period1,sc01,t4639, 45 , 45 ,,
period1,sc01,t4640, 45 , 45 ,,
period1,sc01,t4641, 45 , 45 ,,
period1,sc01,t4642, 45 , 45 ,,
period1,sc01,t4643, 10 , 10 ,,
period1,sc01,t4644, 10 , 10 ,,
period1,sc01,t4645, 10 , 10 ,,
period1,sc01,t4646, 10 , 10 ,,
period1,sc01,t4647, 10 , 10 ,,
period1,sc01,t4648, 10 , 10 ,,
period1,sc01,t4649, 45 , 45 ,,
period1,sc01,t4650, 45 , 45 ,,
period1,sc01,t4651, 45 , 45 ,,
period1,sc01,t4652, 45 , 45 ,,
period1,sc01,t4653, 45 , 45 ,,
period1,sc01,t4654, 45 , 45 ,,
period1,sc01,t4655, 45 , 45 ,,
period1,sc01,t4656, 45 , 45 ,,
period1,sc01,t4657, 45 , 45 ,,
period1,sc01,t4658, 45 , 45 ,,
period1,sc01,t4659, 45 , 45 ,,
period1,sc01,t4660, 45 , 45 ,,
period1,sc01,t4661, 45 , 45 ,,
period1,sc01,t4662, 45 , 45 ,,
period1,sc01,t4663, 45 , 45 ,,
period1,sc01,t4664, 45 , 45 ,,
period1,sc01,t4665, 45 , 45 ,,
period1,sc01,t4666, 45 , 45 ,,
period1,sc01,t4667, 10 , 10 ,,
period1,sc01,t4668, 10 , 10 ,,
period1,sc01,t4669, 10 , 10 ,,
period1,sc01,t4670, 10 , 10 ,,
period1,sc01,t4671, 10 , 10 ,,
period1,sc01,t4672, 10 , 10 ,,
period1,sc01,t4673, 45 , 45 ,,
period1,sc01,t4674, 45 , 45 ,,
period1,sc01,t4675, 45 , 45 ,,
period1,sc01,t4676, 45 , 45 ,,
period1,sc01,t4677, 45 , 45 ,,
period1,sc01,t4678, 45 , 45 ,,
period1,sc01,t4679, 45 , 45 ,,
period1,sc01,t4680, 45 , 45 ,,
period1,sc01,t4681, 45 , 45 ,,
period1,sc01,t4682, 45 , 45 ,,
period1,sc01,t4683, 45 , 45 ,,
period1,sc01,t4684, 45 , 45 ,,
period1,sc01,t4685, 45 , 45 ,,
period1,sc01,t4686, 45 , 45 ,,
period1,sc01,t4687, 45 , 45 ,,
period1,sc01,t4688, 45 , 45 ,,
period1,sc01,t4689, 45 , 45 ,,
period1,sc01,t4690, 45 , 45 ,,
period1,sc01,t4691, 10 , 10 ,,
period1,sc01,t4692, 10 , 10 ,,
period1,sc01,t4693, 10 , 10 ,,
period1,sc01,t4694, 10 , 10 ,,
period1,sc01,t4695, 10 , 10 ,,
period1,sc01,t4696, 10 , 10 ,,
period1,sc01,t4697, 45 , 45 ,,
period1,sc01,t4698, 45 , 45 ,,
period1,sc01,t4699, 45 , 45 ,,
period1,sc01,t4700, 45 , 45 ,,
period1,sc01,t4701, 45 , 45 ,,
period1,sc01,t4702, 45 , 45 ,,
period1,sc01,t4703, 45 , 45 ,,
period1,sc01,t4704, 45 , 45 ,,
period1,sc01,t4705, 45 , 45 ,,
period1,sc01,t4706, 45 , 45 ,,
period1,sc01,t4707, 45 , 45 ,,
period1,sc01,t4708, 45 , 45 ,,
period1,sc01,t4709, 45 , 45 ,,
period1,sc01,t4710, 45 , 45 ,,
period1,sc01,t4711, 45 , 45 ,,
period1,sc01,t4712, 45 , 45 ,,
period1,sc01,t4713, 45 , 45 ,,
period1,sc01,t4714, 45 , 45 ,,
period1,sc01,t4715, 10 , 10 ,,
period1,sc01,t4716, 10 , 10 ,,
period1,sc01,t4717, 10 , 10 ,,
period1,sc01,t4718, 10 , 10 ,,
period1,sc01,t4719, 10 , 10 ,,
period1,sc01,t4720, 10 , 10 ,,
period1,sc01,t4721, 45 , 45 ,,
period1,sc01,t4722, 45 , 45 ,,
period1,sc01,t4723, 45 , 45 ,,
period1,sc01,t4724, 45 , 45 ,,
period1,sc01,t4725, 45 , 45 ,,
period1,sc01,t4726, 45 , 45 ,,
period1,sc01,t4727, 45 , 45 ,,
period1,sc01,t4728, 45 , 45 ,,
period1,sc01,t4729, 45 , 45 ,,
period1,sc01,t4730, 45 , 45 ,,
period1,sc01,t4731, 45 , 45 ,,
period1,sc01,t4732, 45 , 45 ,,
period1,sc01,t4733, 45 , 45 ,,
period1,sc01,t4734, 45 , 45 ,,
period1,sc01,t4735, 45 , 45 ,,
period1,sc01,t4736, 45 , 45 ,,
period1,sc01,t4737, 45 , 45 ,,
period1,sc01,t4738, 45 , 45 ,,
period1,sc01,t4739, 10 , 10 ,,
period1,sc01,t4740, 10 , 10 ,,
period1,sc01,t4741, 10 , 10 ,,
period1,sc01,t4742, 10 , 10 ,,
period1,sc01,t4743, 10 , 10 ,,
period1,sc01,t4744, 10 , 10 ,,
period1,sc01,t4745, 45 , 45 ,,
period1,sc01,t4746, 45 , 45 ,,
period1,sc01,t4747, 45 , 45 ,,
period1,sc01,t4748, 45 , 45 ,,
period1,sc01,t4749, 45 , 45 ,,
period1,sc01,t4750, 45 , 45 ,,
period1,sc01,t4751, 45 , 45 ,,
period1,sc01,t4752, 45 , 45 ,,
period1,sc01,t4753, 45 , 45 ,,
period1,sc01,t4754, 45 , 45 ,,
period1,sc01,t4755, 45 , 45 ,,
period1,sc01,t4756, 45 , 45 ,,
period1,sc01,t4757, 45 , 45 ,,
period1,sc01,t4758, 45 , 45 ,,
period1,sc01,t4759, 45 , 45 ,,
period1,sc01,t4760, 45 , 45 ,,
period1,sc01,t4761, 45 , 45 ,,
period1,sc01,t4762, 45 , 45 ,,
period1,sc01,t4763, 10 , 10 ,,
period1,sc01,t4764, 10 , 10 ,,
period1,sc01,t4765, 10 , 10 ,,
period1,sc01,t4766, 10 , 10 ,,
period1,sc01,t4767, 10 , 10 ,,
period1,sc01,t4768, 10 , 10 ,,
period1,sc01,t4769, 45 , 45 ,,
period1,sc01,t4770, 45 , 45 ,,
period1,sc01,t4771, 45 , 45 ,,
period1,sc01,t4772, 45 , 45 ,,
period1,sc01,t4773, 45 , 45 ,,
period1,sc01,t4774, 45 , 45 ,,
period1,sc01,t4775, 45 , 45 ,,
period1,sc01,t4776, 45 , 45 ,,
period1,sc01,t4777, 45 , 45 ,,
period1,sc01,t4778, 45 , 45 ,,
period1,sc01,t4779, 45 , 45 ,,
period1,sc01,t4780, 45 , 45 ,,
period1,sc01,t4781, 45 , 45 ,,
period1,sc01,t4782, 45 , 45 ,,
period1,sc01,t4783, 45 , 45 ,,
period1,sc01,t4784, 45 , 45 ,,
period1,sc01,t4785, 45 , 45 ,,
period1,sc01,t4786, 45 , 45 ,,
period1,sc01,t4787, 10 , 10 ,,
period1,sc01,t4788, 10 , 10 ,,
period1,sc01,t4789, 10 , 10 ,,
period1,sc01,t4790, 10 , 10 ,,
period1,sc01,t4791, 10 , 10 ,,
period1,sc01,t4792, 10 , 10 ,,
period1,sc01,t4793, 45 , 45 ,,
period1,sc01,t4794, 45 , 45 ,,
period1,sc01,t4795, 45 , 45 ,,
period1,sc01,t4796, 45 , 45 ,,
period1,sc01,t4797, 45 , 45 ,,
period1,sc01,t4798, 45 , 45 ,,
period1,sc01,t4799, 45 , 45 ,,
period1,sc01,t4800, 45 , 45 ,,
period1,sc01,t4801, 45 , 45 ,,
period1,sc01,t4802, 45 , 45 ,,
period1,sc01,t4803, 45 , 45 ,,
period1,sc01,t4804, 45 , 45 ,,
period1,sc01,t4805, 45 , 45 ,,
period1,sc01,t4806, 45 , 45 ,,
period1,sc01,t4807, 45 , 45 ,,
period1,sc01,t4808, 45 , 45 ,,
period1,sc01,t4809, 45 , 45 ,,
period1,sc01,t4810, 45 , 45 ,,
period1,sc01,t4811, 10 , 10 ,,
period1,sc01,t4812, 10 , 10 ,,
period1,sc01,t4813, 10 , 10 ,,
period1,sc01,t4814, 10 , 10 ,,
period1,sc01,t4815, 10 , 10 ,,
period1,sc01,t4816, 10 , 10 ,,
period1,sc01,t4817, 45 , 45 ,,
period1,sc01,t4818, 45 , 45 ,,
period1,sc01,t4819, 45 , 45 ,,
period1,sc01,t4820, 45 , 45 ,,
period1,sc01,t4821, 45 , 45 ,,
period1,sc01,t4822, 45 , 45 ,,
period1,sc01,t4823, 45 , 45 ,,
period1,sc01,t4824, 45 , 45 ,,
period1,sc01,t4825, 45 , 45 ,,
period1,sc01,t4826, 45 , 45 ,,
period1,sc01,t4827, 45 , 45 ,,
period1,sc01,t4828, 45 , 45 ,,
period1,sc01,t4829, 45 , 45 ,,
period1,sc01,t4830, 45 , 45 ,,
period1,sc01,t4831, 45 , 45 ,,
period1,sc01,t4832, 45 , 45 ,,
period1,sc01,t4833, 45 , 45 ,,
period1,sc01,t4834, 45 , 45 ,,
period1,sc01,t4835, 10 , 10 ,,
period1,sc01,t4836, 10 , 10 ,,
period1,sc01,t4837, 10 , 10 ,,
period1,sc01,t4838, 10 , 10 ,,
period1,sc01,t4839, 10 , 10 ,,
period1,sc01,t4840, 10 , 10 ,,
period1,sc01,t4841, 45 , 45 ,,
period1,sc01,t4842, 45 , 45 ,,
period1,sc01,t4843, 45 , 45 ,,
period1,sc01,t4844, 45 , 45 ,,
period1,sc01,t4845, 45 , 45 ,,
period1,sc01,t4846, 45 , 45 ,,
period1,sc01,t4847, 45 , 45 ,,
period1,sc01,t4848, 45 , 45 ,,
period1,sc01,t4849, 45 , 45 ,,
period1,sc01,t4850, 45 , 45 ,,
period1,sc01,t4851, 45 , 45 ,,
period1,sc01,t4852, 45 , 45 ,,
period1,sc01,t4853, 45 , 45 ,,
period1,sc01,t4854, 45 , 45 ,,
period1,sc01,t4855, 45 , 45 ,,
period1,sc01,t4856, 45 , 45 ,,
period1,sc01,t4857, 45 , 45 ,,
period1,sc01,t4858, 45 , 45 ,,
period1,sc01,t4859, 10 , 10 ,,
period1,sc01,t4860, 10 , 10 ,,
period1,sc01,t4861, 10 , 10 ,,
period1,sc01,t4862, 10 , 10 ,,
period1,sc01,t4863, 10 , 10 ,,
period1,sc01,t4864, 10 , 10 ,,
period1,sc01,t4865, 45 , 45 ,,
period1,sc01,t4866, 45 , 45 ,,
period1,sc01,t4867, 45 , 45 ,,
period1,sc01,t4868, 45 , 45 ,,
period1,sc01,t4869, 45 , 45 ,,
period1,sc01,t4870, 45 , 45 ,,
period1,sc01,t4871, 45 , 45 ,,
period1,sc01,t4872, 45 , 45 ,,
period1,sc01,t4873, 45 , 45 ,,
period1,sc01,t4874, 45 , 45 ,,
period1,sc01,t4875, 45 , 45 ,,
period1,sc01,t4876, 45 , 45 ,,
period1,sc01,t4877, 45 , 45 ,,
period1,sc01,t4878, 45 , 45 ,,
period1,sc01,t4879, 45 , 45 ,,
period1,sc01,t4880, 45 , 45 ,,
period1,sc01,t4881, 45 , 45 ,,
period1,sc01,t4882, 45 , 45 ,,
period1,sc01,t4883, 10 , 10 ,,
period1,sc01,t4884, 10 , 10 ,,
period1,sc01,t4885, 10 , 10 ,,
period1,sc01,t4886, 10 , 10 ,,
period1,sc01,t4887, 10 , 10 ,,
period1,sc01,t4888, 10 , 10 ,,
period1,sc01,t4889, 45 , 45 ,,
period1,sc01,t4890, 45 , 45 ,,
period1,sc01,t4891, 45 , 45 ,,
period1,sc01,t4892, 45 , 45 ,,
period1,sc01,t4893, 45 , 45 ,,
period1,sc01,t4894, 45 , 45 ,,
period1,sc01,t4895, 45 , 45 ,,
period1,sc01,t4896, 45 , 45 ,,
period1,sc01,t4897, 45 , 45 ,,
period1,sc01,t4898, 45 , 45 ,,
period1,sc01,t4899, 45 , 45 ,,
period1,sc01,t4900, 45 , 45 ,,
period1,sc01,t4901, 45 , 45 ,,
period1,sc01,t4902, 45 , 45 ,,
period1,sc01,t4903, 45 , 45 ,,
period1,sc01,t4904, 45 , 45 ,,
period1,sc01,t4905, 45 , 45 ,,
period1,sc01,t4906, 45 , 45 ,,
period1,sc01,t4907, 10 , 10 ,,
period1,sc01,t4908, 10 , 10 ,,
period1,sc01,t4909, 10 , 10 ,,
period1,sc01,t4910, 10 , 10 ,,
period1,sc01,t4911, 10 , 10 ,,
period1,sc01,t4912, 10 , 10 ,,
period1,sc01,t4913, 45 , 45 ,,
period1,sc01,t4914, 45 , 45 ,,
period1,sc01,t4915, 45 , 45 ,,
period1,sc01,t4916, 45 , 45 ,,
period1,sc01,t4917, 45 , 45 ,,
period1,sc01,t4918, 45 , 45 ,,
period1,sc01,t4919, 45 , 45 ,,
period1,sc01,t4920, 45 , 45 ,,
period1,sc01,t4921, 45 , 45 ,,
period1,sc01,t4922, 45 , 45 ,,
period1,sc01,t4923, 45 , 45 ,,
period1,sc01,t4924, 45 , 45 ,,
period1,sc01,t4925, 45 , 45 ,,
period1,sc01,t4926, 45 , 45 ,,
period1,sc01,t4927, 45 , 45 ,,
period1,sc01,t4928, 45 , 45 ,,
period1,sc01,t4929, 45 , 45 ,,
period1,sc01,t4930, 45 , 45 ,,
period1,sc01,t4931, 10 , 10 ,,
period1,sc01,t4932, 10 , 10 ,,
period1,sc01,t4933, 10 , 10 ,,
period1,sc01,t4934, 10 , 10 ,,
period1,sc01,t4935, 10 , 10 ,,
period1,sc01,t4936, 10 , 10 ,,
period1,sc01,t4937, 45 , 45 ,,
period1,sc01,t4938, 45 , 45 ,,
period1,sc01,t4939, 45 , 45 ,,
period1,sc01,t4940, 45 , 45 ,,
period1,sc01,t4941, 45 , 45 ,,
period1,sc01,t4942, 45 , 45 ,,
period1,sc01,t4943, 45 , 45 ,,
period1,sc01,t4944, 45 , 45 ,,
period1,sc01,t4945, 45 , 45 ,,
period1,sc01,t4946, 45 , 45 ,,
period1,sc01,t4947, 45 , 45 ,,
period1,sc01,t4948, 45 , 45 ,,
period1,sc01,t4949, 45 , 45 ,,
period1,sc01,t4950, 45 , 45 ,,
period1,sc01,t4951, 45 , 45 ,,
period1,sc01,t4952, 45 , 45 ,,
period1,sc01,t4953, 45 , 45 ,,
period1,sc01,t4954, 45 , 45 ,,
period1,sc01,t4955, 10 , 10 ,,
period1,sc01,t4956, 10 , 10 ,,
period1,sc01,t4957, 10 , 10 ,,
period1,sc01,t4958, 10 , 10 ,,
period1,sc01,t4959, 10 , 10 ,,
period1,sc01,t4960, 10 , 10 ,,
period1,sc01,t4961, 45 , 45 ,,
period1,sc01,t4962, 45 , 45 ,,
period1,sc01,t4963, 45 , 45 ,,
period1,sc01,t4964, 45 , 45 ,,
period1,sc01,t4965, 45 , 45 ,,
period1,sc01,t4966, 45 , 45 ,,
period1,sc01,t4967, 45 , 45 ,,
period1,sc01,t4968, 45 , 45 ,,
period1,sc01,t4969, 45 , 45 ,,
period1,sc01,t4970, 45 , 45 ,,
period1,sc01,t4971, 45 , 45 ,,
period1,sc01,t4972, 45 , 45 ,,
period1,sc01,t4973, 45 , 45 ,,
period1,sc01,t4974, 45 , 45 ,,
period1,sc01,t4975, 45 , 45 ,,
period1,sc01,t4976, 45 , 45 ,,
period1,sc01,t4977, 45 , 45 ,,
period1,sc01,t4978, 45 , 45 ,,
period1,sc01,t4979, 10 , 10 ,,
period1,sc01,t4980, 10 , 10 ,,
period1,sc01,t4981, 10 , 10 ,,
period1,sc01,t4982, 10 , 10 ,,
period1,sc01,t4983, 10 , 10 ,,
period1,sc01,t4984, 10 , 10 ,,
period1,sc01,t4985, 45 , 45 ,,
period1,sc01,t4986, 45 , 45 ,,
period1,sc01,t4987, 45 , 45 ,,
period1,sc01,t4988, 45 , 45 ,,
period1,sc01,t4989, 45 , 45 ,,
period1,sc01,t4990, 45 , 45 ,,
period1,sc01,t4991, 45 , 45 ,,
period1,sc01,t4992, 45 , 45 ,,
period1,sc01,t4993, 45 , 45 ,,
period1,sc01,t4994, 45 , 45 ,,
period1,sc01,t4995, 45 , 45 ,,
period1,sc01,t4996, 45 , 45 ,,
period1,sc01,t4997, 45 , 45 ,,
period1,sc01,t4998, 45 , 45 ,,
period1,sc01,t4999, 45 , 45 ,,
period1,sc01,t5000, 45 , 45 ,,
period1,sc01,t5001, 45 , 45 ,,
period1,sc01,t5002, 45 , 45 ,,
period1,sc01,t5003, 10 , 10 ,,
period1,sc01,t5004, 10 , 10 ,,
period1,sc01,t5005, 10 , 10 ,,
period1,sc01,t5006, 10 , 10 ,,
period1,sc01,t5007, 10 , 10 ,,
period1,sc01,t5008, 10 , 10 ,,
period1,sc01,t5009, 45 , 45 ,,
period1,sc01,t5010, 45 , 45 ,,
period1,sc01,t5011, 45 , 45 ,,
period1,sc01,t5012, 45 , 45 ,,
period1,sc01,t5013, 45 , 45 ,,
period1,sc01,t5014, 45 , 45 ,,
period1,sc01,t5015, 45 , 45 ,,
period1,sc01,t5016, 45 , 45 ,,
period1,sc01,t5017, 45 , 45 ,,
period1,sc01,t5018, 45 , 45 ,,
period1,sc01,t5019, 45 , 45 ,,
period1,sc01,t5020, 45 , 45 ,,
period1,sc01,t5021, 45 , 45 ,,
period1,sc01,t5022, 45 , 45 ,,
period1,sc01,t5023, 45 , 45 ,,
period1,sc01,t5024, 45 , 45 ,,
period1,sc01,t5025, 45 , 45 ,,
period1,sc01,t5026, 45 , 45 ,,
period1,sc01,t5027, 10 , 10 ,,
period1,sc01,t5028, 10 , 10 ,,
period1,sc01,t5029, 10 , 10 ,,
period1,sc01,t5030, 10 , 10 ,,
period1,sc01,t5031, 10 , 10 ,,
period1,sc01,t5032, 10 , 10 ,,
period1,sc01,t5033, 45 , 45 ,,
period1,sc01,t5034, 45 , 45 ,,
period1,sc01,t5035, 45 , 45 ,,
period1,sc01,t5036, 45 , 45 ,,
period1,sc01,t5037, 45 , 45 ,,
period1,sc01,t5038, 45 , 45 ,,
period1,sc01,t5039, 45 , 45 ,,
period1,sc01,t5040, 45 , 45 ,,
period1,sc01,t5041, 45 , 45 ,,
period1,sc01,t5042, 45 , 45 ,,
period1,sc01,t5043, 45 , 45 ,,
period1,sc01,t5044, 45 , 45 ,,
period1,sc01,t5045, 45 , 45 ,,
period1,sc01,t5046, 45 , 45 ,,
period1,sc01,t5047, 45 , 45 ,,
period1,sc01,t5048, 45 , 45 ,,
period1,sc01,t5049, 45 , 45 ,,
period1,sc01,t5050, 45 , 45 ,,
period1,sc01,t5051, 10 , 10 ,,
period1,sc01,t5052, 10 , 10 ,,
period1,sc01,t5053, 10 , 10 ,,
period1,sc01,t5054, 10 , 10 ,,
period1,sc01,t5055, 10 , 10 ,,
period1,sc01,t5056, 10 , 10 ,,
period1,sc01,t5057, 45 , 45 ,,
period1,sc01,t5058, 45 , 45 ,,
period1,sc01,t5059, 45 , 45 ,,
period1,sc01,t5060, 45 , 45 ,,
period1,sc01,t5061, 45 , 45 ,,
period1,sc01,t5062, 45 , 45 ,,
period1,sc01,t5063, 45 , 45 ,,
period1,sc01,t5064, 45 , 45 ,,
period1,sc01,t5065, 45 , 45 ,,
period1,sc01,t5066, 45 , 45 ,,
period1,sc01,t5067, 45 , 45 ,,
period1,sc01,t5068, 45 , 45 ,,
period1,sc01,t5069, 45 , 45 ,,
period1,sc01,t5070, 45 , 45 ,,
period1,sc01,t5071, 45 , 45 ,,
period1,sc01,t5072, 45 , 45 ,,
period1,sc01,t5073, 45 , 45 ,,
period1,sc01,t5074, 45 , 45 ,,
period1,sc01,t5075, 10 , 10 ,,
period1,sc01,t5076, 10 , 10 ,,
period1,sc01,t5077, 10 , 10 ,,
period1,sc01,t5078, 10 , 10 ,,
period1,sc01,t5079, 10 , 10 ,,
period1,sc01,t5080, 10 , 10 ,,
period1,sc01,t5081, 45 , 45 ,,
period1,sc01,t5082, 45 , 45 ,,
period1,sc01,t5083, 45 , 45 ,,
period1,sc01,t5084, 45 , 45 ,,
period1,sc01,t5085, 45 , 45 ,,
